FACILITY_ID,EXISTING_FACILITY,RECOMMEND_FACILITY,ACTION,PHASE,YEAR_BUILT,PROPOSED,ROUTE_NAME,SURFACE,MILEAGE,FACILITY_WIDTH,MAINTENANCE,FULLNAME,FROMNAME,TONAME,VOLCLASS,TRAVLANES,LANEWIDTH,SPEEDLIMIT,ONEWAY,HUNDBLKNAME,COMMENTS
,BL,,,,,,,,0.05823689,,,E HAPPY CANYON RD,S ELM WAY,S FOREST WAY,COLLECTOR,2,10,30,0, 4975 BLK OF E HAPPY CANYON RD,
,BL,,,,,,,,0.06207577,,,E MONTVIEW BLVD,N UINTA ST,N VALENTIA ST,ARTERIAL,4,10,30,0, 8200 BLK OF E MONTVIEW BLVD,
,BL,,,,,,,,0.09266043,,,GLENARM PL,16TH ST,17TH ST,COLLECTOR,3,10,25,0, 1600 BLK OF GLENARM PL,
,BL,,,,,,,,0.061461430000000004,,,E 7TH AVENUE PKWY,N ELIZABETH ST,N CLAYTON ST,COLLECTOR,2,0,25,2, 2600 BLK OF E 7TH AVENUE PKWY,
,BL,,,,,,,,0.12314774,,,E 16TH AVE,N JOSEPHINE ST,CITY PARK ESPLANADE,LOCAL,2,10,25,0, 2400 BLK OF E 16TH AVE,
,BL,,,,,,,,0.06822082,,,E MARTIN LUTHER KING BLVD,N CLAYTON ST,N FILLMORE ST,ARTERIAL,2,12,35,1, 2700 BLK OF E MLK BLVD_EB,CT
,BL,,,,,,,,0.07052114,,,E MARTIN LUTHER KING BLVD,N SAINT PAUL ST,N STEELE ST,ARTERIAL,2,12,35,1, 3100 BLK OF E MLK BLVD_EB,CT
,BL,,,,,,,,0.09095237,,,GLENARM PL,14TH ST,15TH ST,COLLECTOR,3,10,25,0, 1400 BLK OF GLENARM PL,
,BL,,,,,,,,0.05847796,,,E HAPPY CANYON RD,S JASMINE ST/COLI,S HILLCREST DR/COLI,COLLECTOR,2,10,30,0, 6000 BLK OF E HAPPY CANYON RD,
,BL,,,,,,,,0.08433404,,,N ROSLYN ST,E 26TH AVE,E 28TH AVE,COLLECTOR,2,10,35,0, 2600 BLK OF N ROSLYN ST,
,CT,,,1,2014,No,,Paved,0.06587158,,Public Works,15TH ST,CLEVELAND PL,COURT PL,ARTERIAL,5,10,25,1,  200 BLK OF 15TH ST,CT
,BL,,,,,,,,0.09071938,,,LARIMER ST,25TH ST,26TH ST,ARTERIAL,3,11,30,2, 2500 BLK OF LARIMER ST,
,CT,,,1,2014,No,,Paved,0.06532155,,Public Works,15TH ST,GLENARM PL,WELTON ST,ARTERIAL,5,10,25,1,  500 BLK OF 15TH ST,CT
,BL,,,,,,,,0.01922934,,,E 7TH AVENUE PKWY,N FILLMORE ST,N FILLMORE ST,COLLECTOR,2,10,25,1, 2900 BLK OF E 7TH AVE_EB,
,BufBL,,,Existing,2013,No,,Paved,0.06854364,,Public Works,N IOLA ST,E 28TH AVE,E 28TH PL,LOCAL,2,10,25,1, 2800 BLK OF N IOLA ST,
,BufBL,,,Existing,2013,No,,Paved,0.09630889000000001,,Public Works,N HAVANA ST,N IOLA ST/E 26TH AVE/COLI,N HANOVER CT,LOCAL,2,10,25,2, 2600 BLK OF N HAVANA ST,
,BufBL,,,Existing,2013,No,,Paved,0.05360343,,Public Works,N HAVANA ST,N HANOVER CT,E 28TH AVE,LOCAL,2,10,25,2,2700 BLK OF N HAVANA ST,
,BufBL,,,Existing,2013,No,,Paved,0.09249618,,Public Works,N HAVANA ST,E 28TH PL,E 29TH DR/TRAFFIC SIGNAL,LOCAL,2,10,25,2, 2850 BLK OF N HAVANA ST,
,BufBL,,,Existing,2013,No,,Paved,0.06854364,,Public Works,N HAVANA ST,E 28TH AVE,E 28TH PL,LOCAL,2,10,25,2, 2800 BLK OF N HAVANA ST,
,BL,,,Existing,2013,No,,Paved,0.05830535,,Public Works,E YALE AVE,S HARRISON ST,S COLORADO BLVD/TRAFFIC SIGNAL,ARTERIAL,2,10,30,0, 3900 BLK OF E YALE AVE,
,BufBL,BufBL,,Existing,2017,No,,Paved,0.046741370000000004,,Public Works,E YALE WAY,S STEELE ST,S ADAMS ST,ARTERIAL,2,10,25,0, 3250 BLK OF E YALE WAY,
,BufBL,BufBL,,Existing,2017,No,,Paved,0.05462795,,Public Works,E YALE AVE,S GARFIELD CIR/S GARFIELD ST,S JACKSON ST,ARTERIAL,2,10,30,0, 3700 BLK OF E YALE AVE,
,BufBL,BufBL,,Existing,2017,No,,Paved,0.09745381,,Public Works,E YALE AVE,S CLAYTON ST,S FILLMORE ST/TRAFFIC SIGNAL,ARTERIAL,2,10,30,0, 2700 BLK OF E YALE AVE,
,BL,,,Existing,2013,No,,Paved,0.054676630000000004,,Public Works,E YALE AVE,S JACKSON ST,S HARRISON ST,ARTERIAL,2,10,30,0, 3800 BLK OF E YALE AVE,
,BufBL,BufBL,,Existing,2017,No,,Paved,0.02451565,,Public Works,E YALE AVE,S MADISON ST,S MONROE ST,ARTERIAL,2,10,25,0, 3500 BLK OF E YALE AVE,
,BL,,,,,,,,0.00948808,,,E LOWRY BLVD,N YOSEMITE ST/TRAF CIR,TRAF CIR/N YOSEMITE ST,ARTERIAL,2,30,25,2,  550 BLK OF N YOSEMITE WAY TRF CIR,
,SRd,BL,ASM,2,,,,,,,,N BELO HORIZONTE PKWY,PRIVATE RD/CHERRY ST,PRIVATE RD/CHERRY ST,LOCAL,2,10,25,0,  100 BLK OF N BELO HORIZONTE PKWY,
,SRd,,,,,,,,,,,W UNION AVE,CDS,S UTICA ST,COLLECTOR,2,10,25,0, 4200 BLK OF W UNION AVE,
,SRd,SWBP,WSw,2,,,,,0.03503758,,,N HAVANA ST,RAMP,RAMP,ARTERIAL,2,10,40,1, 4200 BLK OF N HAVANA ST,
,SH,BL,RP1,2,,,,,0.06558026,,,E MARTIN LUTHER KING BLVD,N COLUMBINE ST,N ELIZABETH ST,ARTERIAL,2,10,35,2, 2500 BLK OF E MLK BLVD,I17
,BL,CT,DES,,,Yes,,Paved,0.0452492,,Public Works,STOUT ST,25TH ST,TRAFFIC SIGNAL BTWN 25TH ST AND 26TH ST,ARTERIAL,3,10,30,1, 2500 BLK OF STOUT ST,I16
,,BL,ASM,1,,Yes,,Paved,0.07599006,,Public Works,LEETSDALE DR,E SHANGRI LA DR,E CEDAR AVE,ARTERIAL,2,0,35,0,  150 BLK OF LEETSDALE DR,I17
,SH,BL,RP1,2,,,,,0.06325767,,,E MARTIN LUTHER KING BLVD,N YORK ST,N JOSEPHINE ST,ARTERIAL,2,10,35,2, 2300 BLK OF E MLK BLVD,I17
,,BL,ASM,1,,Yes,,Paved,0.07299929000000001,,Public Works,LEETSDALE DR,E BAYAUD AVE,E SHANGRI LA DR,ARTERIAL,2,0,35,0,  100 BLK OF LEETSDALE DR,I17
,CT,CT,,,2015,No,,Paved,0.04256129,,Public Works,ARAPAHOE ST,N SPEER BLVD/STR,N SPEER BLVD/STR,ARTERIAL,4,11,25,2, 1200 BLK OF ARAPAHOE ST,D15I15
,CT,CT,,,2015,No,,Paved,0.09031698,,Public Works,LAWRENCE ST,15TH ST,16TH ST,ARTERIAL,3,13,25,1, 1500 BLK OF LAWRENCE ST,D14I15
,SH,BL,RP1,2,,,,,0.06538824,,,E MARTIN LUTHER KING BLVD,N JOSEPHINE ST,N COLUMBINE ST,ARTERIAL,2,10,35,2, 2400 BLK OF E MLK BLVD,I17
,BL,CT,,,,Yes,,Paved,,,Public Works,STOUT ST,19TH ST,20TH ST,ARTERIAL,3,10,25,1, 1900 BLK OF STOUT ST,I16
,CT,CT,,,2015,No,,Paved,0.08928527,,Public Works,LAWRENCE ST,20TH ST,21ST ST,ARTERIAL,3,13,25,1, 2000 BLK OF LAWRENCE ST,D14I15
,CT,CT,,,2015,No,,Paved,0.03791763,,Public Works,LAWRENCE ST,N BROADWAY,24TH ST,ARTERIAL,3,13,25,1, 2350 BLK OF LAWRENCE ST,D14I15
,SRd,BL,,,,,,,0.10478374,,,DENVER ZOO RD,N YORK ST/E 21ST AVE,CITY PARK RD,LOCAL,2,10,25,0,CITY PARK ROADWAY,
,BL,,,,,,,,0.11101106000000001,,,N CENTRAL PARK BLVD,N XANTHIA WAY,N WABASH ST/N VERBENA ST,ARTERIAL,4,10,25,1, 2300 BLK OF N CENTRAL PARK BLVD,
,SH,PPBL,RP1,2,2012,,,Paved,0.02393058,,Public Works,E PRINCETON AVE,S POPLAR WAY,PRIVATE RD,COLLECTOR,1,10,25,1, 7200 BLK OF E PRINCETON AVE,
,SRd,CT,C,1,,,,,,,,DENVER ZOO RD,DENVER ZOO RD,CITY PARK ESPLANADE,LOCAL,2,10,25,2,CITY PARK ROADWAY,
,SRd,PPBL,LD,1,,Yes,,Paved,,,,S LOGAN ST,RAMP/STR,INTERSTATE 25/STR,ARTERIAL,1,0,30,1, 1050 BLK OF S LOGAN ST,I16
,SRd,CT,C,1,,,,,0.022242190000000002,,,DENVER ZOO RD,DENVER ZOO RD,CITY PARK RD,LOCAL,2,10,25,2,CITY PARK ROADWAY,
,SRd,BL,LD,3,,,,,,,,E 40TH AVE,E ANDREWS DR,PRIVATE RD/GATEWAY PARK,ARTERIAL,4,10,25,0, 15500 BLK OF E 40TH AVE,
,SWBP,,,,,,,,,,,W ALAMEDA AVE,INTERSTATE 25/STR,RAMP,ARTERIAL,5,0,35,0,UNNAMED,
,SRd,BufBL,RD,2,,Yes,,Paved,0.028721490000000002,,Public Works,S QUEBEC ST,INTERSTATE 225/STR,RAMP/STR,ARTERIAL,2,0,35,2, 4400 BLK OF S QUEBEC ST,I16
,BL,,,,,,,,0.04601468,,,E 29TH AVE,N SYRACUSE CT,N SPRUCE ST,COLLECTOR,2,12,25,1, 7700 BLK OF E 29TH AVE,
,SRd,,,,,,,,0.01109046,,,CITY PARK RD,DENVER ZOO RD,DENVER ZOO RD,LOCAL,2,0,25,2,CITY PARK ROADWAY,
,SRd,BufBL,RD,2,,Yes,,Paved,0.05721148,,Public Works,S QUEBEC ST,INTERSTATE 225/STR,INTERSTATE 225/STR,ARTERIAL,2,10,35,1, 4400 BLK OF S QUEBEC ST,I16
,SRd,,,,,,,,,,,N SPEER BLVD,RRUNPASS,PLATTE ST/WATER ST/STR,ARTERIAL,7,12,35,0,UNNAMED,
,BL,,,,,,,,0.01494459,,,E HAPPY CANYON RD,S HOLLY ST,COLI/S HOLLY WAY,COLLECTOR,2,10,30,0,  5500 BLK OF E HAPPY CANYON RD,
,SRd,,,,,,,,,,,PENA BLVD,RAMP,RAMP,ARTERIAL,3,0,65,2, 19100 BLK OF PENA BLVD_WB,
,SRd,,,,,,,,,,,E FAIRMOUNT DR,PRIVATE RD,PRIVATE RD,COLLECTOR,2,10,30,0, 8225 BLK OF E FAIRMOUNT DR,
,SH,PPBL,RP1,2,2012,,,Paved,0.06509231,,Public Works,E PRINCETON AVE,E EASTMOOR DR,S POPLAR WAY,COLLECTOR,1,0,25,2,7100 BLK OF E PRINCETON AVE,
,SRd,,,,,,,,,,,E EVANS AVE,S BIRCH ST,S BIRCH ST,ARTERIAL,4,10,35,0, 4300 BLK OF E EVANS AVE,
,SWBP,,,,,,,,,,,20TH ST,RROVPASS,RAMP/LITTLE RAVEN ST,ARTERIAL,5,10,30,0,UNNAMED,
,SWBP,,,,,,,,,,,20TH ST,INTERSTATE 25/STR,RAMP/STR,ARTERIAL,4,10,30,0,UNNAMED,
,SRd,PPBL,LD,1,,Yes,,Paved,,,,S LOGAN ST,INTERSTATE 25/STR,INTERSTATE 25/STR,ARTERIAL,1,10,30,2, 1050 BLK OF S LOGAN ST,I16
,SH,,,,,,,,0.04160166,,,E 29TH PL,E 29TH AVE,N ROSLYN ST,COLLECTOR,2,10,25,2, 7400 BLK OF E 29TH AVE,
,SRd,,,,,,,,0.1115075,,,N ARGONNE WAY,N ANDES CT,N CATHAY ST/N ARGONNE ST,COLLECTOR,2,17,30,0, 4800 BLK OF N ARGONNE ST,
,SH,,,1,2012,No,,Paved,0.08638759,,Public Works,N FRANKLIN ST,E 18TH AVE,E 19TH AVE,COLLECTOR,2,15,25,0, 1800 BLK OF N FRANKLIN ST,CT
,SH,,,1,2012,No,,Paved,0.11221606,,Public Works,N FRANKLIN ST,E COLFAX AVE/PARK AVE,E 16TH AVE,COLLECTOR,2,15,25,0, 1500 BLK OF N FRANKLIN ST,
,SRd,BL,LD,3,,,,,,,,S LOWELL BLVD,W SARATOGA AVE,COLI,COLLECTOR,2,10,25,0, 4900 BLK OF S LOWELL BLVD,
,BL,BL,,3,2017,No,,Paved,,,Public Works,W YALE AVE,COLI/S SHERIDAN CT,S AMES WAY/COLI,ARTERIAL,2,10,30,0, 5200 BLK OF W YALE AVE,
,BL,BufBL,,3,2017,No,,Paved,,,Public Works,W YALE AVE,PRIVATE RD/S LAMAR WAY,S REED ST,ARTERIAL,2,10,35,0, 6850 BLK OF W YALE AVE,
,BL,BL,,1,2015,No,,Paved,2.2,,Public Works,S RALEIGH ST,S PATTON WAY/W HAMILTON PL,W HAMPDEN AVE/STR,LOCAL,2,10,25,0, 3300 BLK OF S RALEIGH ST,
,SRd,BL,LD,3,,,,,,,,S LOWELL BLVD,COLI/W EDGEMORE PL,W RADCLIFF AVE/COLI,COLLECTOR,2,12,25,0, 4300 BLK OF S LOWELL BLVD,
,SRd,BL,LD,3,,,,,,,,S LOWELL BLVD,COLI,W PIMLICO AVE,COLLECTOR,2,10,25,0, 4600 BLK OF S LOWELL BLVD,
,BL,,,1,2013,No,,Paved,0.012331120000000001,,Public Works,W 13TH AVE,RAMP/STR,INTERSTATE 25/STR,COLLECTOR,2,10,30,0,UNNAMED,CT
,SRd,BL,LD,3,,,,,,,,S LOWELL BLVD,W WAGONTRAIL DR,W TANFORAN DR,COLLECTOR,2,10,25,0, 4700 BLK OF S LOWELL BLVD,
,SRd,BufBL,RD,2,,Yes,,Paved,0.02891742,,Public Works,S ULSTER ST,PRIVATE RD,PRIVATE RD,ARTERIAL,2,0,35,2, 4800 BLK OF S ULSTER ST,I16
,SRd,BBlvd,C,1,,,,,,,,E 4TH AVE,N WILLIAMS ST,N WILLIAMS ST,LOCAL,2,10,25,0, 1750 BLK OF E 4TH AVE,
,SRd,,,,,,,,,,,TERMINAL RD,PENA BLVD,N PATSBURG ST,LOCAL,2,0,25,0, 8000 BLK OF PENA BLVD,
,SRd,BufBL,RD,2,,Yes,,Paved,0.04034165,,Public Works,S ULSTER ST,PRIVATE RD,PRIVATE RD,ARTERIAL,2,11,35,1, 5000 BLK OF S ULSTER ST,I16
,SRd,,,,,,,,,,,S QUEBEC ST,PRIVATE RD/COLI,PRIVATE RD,ARTERIAL,2,0,35,1, 1100 BLK OF S QUEBEC ST,
,SRd,BBlvd,C,1,,,,,,,,S KEARNEY ST,E ALAMEDA AVE,E DAKOTA AVE,LOCAL,2,10,25,0,300 BLK OF S KEARNEY ST,
,SRd,BufBL,RD,2,,Yes,,Paved,0.14101438,,Public Works,S ULSTER ST,PRIVATE RD,PRIVATE RD,ARTERIAL,2,11,35,1, 4800 BLK OF S ULSTER ST,I16
,SRd,SH,ASM,1,,,,,,,,CHEESMAN PARK 2,E 9TH AVE,CHEESMAN PARK 3,LOCAL,2,10,25,0,CHEESMAN PARK ROADWAY,
,SRd,,,,,,,,,,,PENA BLVD,MEDIAN,N SHADY GROVE ST,LOCAL,2,10,25,1, 8000 BLK OF PENA BLVD,
,SWBP,,,,,,,,,,,E FAIRMOUNT DR,PRIVATE RD,PRIVATE RD/CONNECTING RD,COLLECTOR,2,10,25,2, 8150 BLK OF E FAIRMOUNT DR,
,BL,,,,,,,,0.08803369,,,E 31ST AVENUE DR,N COLUMBINE ST,E MARTIN LUTHER KING BLVD/N ELIZABETH ST,ARTERIAL,2,10,30,1,2500 BLK OF E 31ST AVE,CT
,SRd,,,,,,,,,,,PENA BLVD,MEDIAN,TERMINAL RD,LOCAL,2,10,25,2, 8000 BLK OF PENA BLVD,
,SRd,,,,,,,,,,,S GRAPE ST,COLI,E DONALD AVE,LOCAL,2,0,25,0, 2200 BLK OF S GRAPE ST,
,SRd,,,,,,,,,,,E 3RD AVE,N DOWNING ST,N DOWNING ST/N DOWNING STREET PKWY,LOCAL,2,10,25,0,UNNAMED,
,SRd,SH,ASM,1,,,,,,,,DENVER PARK RD,E EXPOSITION AVE,DENVER PARK RD,LOCAL,2,10,25,0,WASHINGTON PARK ROADWAY,
,SWBP,,,,,,,,,,,E FAIRMOUNT DR,CONNECTING RD,E ALAMEDA AVE,COLLECTOR,2,10,25,1, 8150 BLK OF E FAIRMOUNT DR,
,SWBP,,,,,,,,,,,RAMP,WEWATTA ST/STR,RAMP,ARTERIAL,2,0,30,0, 1900 BLK OF 20TH ST,
,SRd,PShdr,PShdr,3,,,,,,,,N YOSEMITE ST,COLI/DRIVEWAY,E 16TH AVE/COLI,COLLECTOR,2,10,25,0, 1500 BLK OF N YOSEMITE ST,
,SRd,,,,,,,,,,,PENA BLVD,E470 HWY/STR,E470 HWY/STR,ARTERIAL,2,10,65,1,20500 BLK OF PENA BLVD,
,SRd,PPBL,LD,1,,Yes,,Paved,,,,S LOGAN ST,INTERSTATE 25/STR,RAMP/STR,ARTERIAL,1,0,30,1, 1050 BLK OF S LOGAN ST,I16
,SRd,,,,,,,,,,,E LOWRY BLVD,TRAF CIR/E FAIRMOUNT DR,E FAIRMOUNT DR/TRAF CIR,ARTERIAL,2,10,25,1, 8000 BLK OF E FAIRMOUNT DR TRF CIR,
,SWBP,,,,,,,,,,,E FAIRMOUNT DR,PRIVATE RD/E CEDAR PL,PRIVATE RD,COLLECTOR,2,10,25,2, 8150 BLK OF E FAIRMOUNT DR,
,SRd,PPBL,LD,1,,Yes,,Paved,,,,S LOGAN ST,RAMP/STR,INTERSTATE 25/STR,ARTERIAL,1,10,30,2, 1050 BLK OF S LOGAN ST,I16
,SWBP,,,,,,,,,,,RAMP,RRUNPASS,WEWATTA ST/STR,ARTERIAL,2,0,30,0, 1500 BLK OF 20TH ST,
,SRd,,,,,,,,,,,N RACE CT,N RACE ST,N BRIGHTON BLVD/STR,LOCAL,2,10,25,0,5000 BLK OF N RACE CT,
,SRd,PPBL,LD,3,,Yes,,Paved,,,,S LOGAN ST,RAMP/STR,RRUNPASS/STR,ARTERIAL,1,10,30,2, 1050 BLK OF S LOGAN ST,I16
,SRd,,,,,,,,,,,E LOWRY BLVD,N YOSEMITE WAY/TRAF CIR,N YOSEMITE WAY/TRAF CIR,ARTERIAL,2,30,25,1,  550 BLK OF N YOSEMITE WAY TRF CIR,
,SRd,S,S,2,,,,,,,,W 8TH AVE,RAMP/STR,INTERSTATE 25/STR,ARTERIAL,3,10,30,0, 2300 BLK OF W 8TH AVE,
,BL,,,,,,,,0.0151761,,,N CENTRAL PARK BLVD,E 29TH AVE,E 29TH AVE,ARTERIAL,2,10,25,1, 2900 BLK OF N CENTRAL PARK BLVD,
,SRd,,,,,,,,,,,MILE HIGH STADIUM WEST CIR,W COLFAX AVE/STR,W COLFAX AVE/STR,LOCAL,2,10,30,0,UNNAMED,
,SRd,,,,,,,,,,,MILE HIGH STADIUM WEST CIR,W COLFAX AVE/STR,JOHN ELWAY DR,LOCAL,2,10,30,0,UNNAMED,
,BL,,,,,,,,0.19192991,,,N CENTRAL PARK BLVD,E MARTIN LUTHER KING JR BLVD,E 33RD AVE,LOCAL,2,0,25,1, 3200 BLK OF N CENTRAL PARK BLVD,
,SWBP,,,,,,,,,,,20TH ST,RAMP,INTERSTATE 25/STR,ARTERIAL,4,10,30,0,UNNAMED,
,BufBL,BufBL,,Existing,2017,No,,Paved,0.07564305,,Public Works,E YALE AVE,S COLUMBINE ST,S CLAYTON ST,ARTERIAL,2,10,30,0, 2500 BLK OF E YALE AVE,
,BufBL,BufBL,,Existing,2017,No,,Paved,0.035666170000000004,,Public Works,E YALE AVE,S MADISON ST/E YALE WAY,S MADISON ST,ARTERIAL,2,10,25,0, 3490 BLK OF E YALE AVE,
,BufBL,BufBL,,Existing,2017,No,,Paved,0.04899767,,Public Works,E YALE AVE,S MILWAUKEE ST,S LANGLEY CT,ARTERIAL,2,10,25,0, 3000 BLK OF E YALE AVE,
,BufBL,BufBL,,Existing,2017,No,,Paved,0.04808703,,Public Works,E YALE WAY,S ADAMS ST,S COOK ST,ARTERIAL,2,10,25,0, 3300 BLK OF E YALE WAY,
,BufBL,BufBL,,Existing,2017,No,,Paved,0.0492898,,Public Works,E YALE AVE,S FILLMORE ST/TRAFFIC SIGNAL,S MILWAUKEE ST,ARTERIAL,2,10,30,0, 2900 BLK OF E YALE AVE,
,BufBL,BufBL,,Existing,2017,No,,Paved,0.04851027,,Public Works,E YALE WAY,S COOK ST,E NIELSEN LN,ARTERIAL,2,10,25,0, 3400 BLK OF E YALE WAY,
,BL,,,Existing,2013,No,,Paved,0.0756026,,Public Works,E YALE AVE,S UNIVERSITY BLVD/TRAFFIC SIGNAL,S JOSEPHINE ST/PRIVATE RD/SUBDIVISION ENTRY,ARTERIAL,2,10,30,0, 2350 BLK OF E YALE AVE,
,BufBL,BufBL,,Existing,2017,No,,Paved,0.025393350000000002,,Public Works,E YALE AVE,S MONROE ST,S GARFIELD CIR,ARTERIAL,2,10,25,0, 3600 BLK OF E YALE AVE,
,BufBL,BufBL,,Existing,2017,No,,Paved,0.02902445,,Public Works,E YALE AVE,S GARFIELD CIR,S GARFIELD CIR/S GARFIELD ST,ARTERIAL,2,10,25,0, 3650 BLK OF E YALE AVE,
,BufBL,BufBL,,Existing,2017,No,,Paved,0.02810192,,Public Works,E YALE WAY,E NIELSEN LN,S MADISON ST/E YALE AVE,ARTERIAL,2,10,25,0, 3450 BLK OF E YALE WAY,
,BufBL,BufBL,,Existing,2017,No,,Paved,0.02765498,,Public Works,E YALE AVE,S MONROE ST,S MONROE ST,ARTERIAL,2,10,25,0, 3550 BLK OF E YALE AVE,
,BufBL,BufBL,,Existing,2017,No,,Paved,0.05977926,,Public Works,E YALE AVE,S LANGLEY CT,S STEELE ST/E YALE WAY/S SAINT PAUL ST,ARTERIAL,2,10,25,0, 3050 BLK OF E YALE AVE,
,BufBL,BufBL,,Existing,2017,No,,Paved,0.07567689,,Public Works,E YALE AVE,S JOSEPHINE ST/PRIVATE RD/SUBDIVISION ENTRY,S COLUMBINE ST,ARTERIAL,2,10,30,0, 2400 BLK OF E YALE AVE,
,BufBL,BufBL,,Existing,2017,No,,Paved,0.05080913,,Public Works,E YALE WAY,S STEELE ST/S SAINT PAUL ST/E YALE AVE,S STEELE ST,ARTERIAL,2,10,25,0, 3100 BLK OF E YALE WAY,
,SH,,,,2011,,,Paved,0.04722026,,Public Works,N CLARKSON ST,E SPEER BLVD/N EMERSON ST/E 2ND AVE/STR/TRAFFIC SIGNAL,E 3RD AVE/E SPEER BLVD/STR/TRAFFIC SIGNAL,ARTERIAL,2,12,30,1,  200 BLK OF N CLARKSON ST,
,BL,,,,2011,,,Paved,0.06723558,,Public Works,E EXPOSITION AVE,S MONROE WAY,S GARFIELD ST,COLLECTOR,2,11,25,0, 3600 BLK OF E EXPOSITION AVE,
,BL,,,,2011,,,Paved,0.0390256,,Public Works,E EXPOSITION AVE,S STEELE ST,E BELCARO DR/TRAFFIC SIGNAL,COLLECTOR,2,11,25,0, 3200 BLK OF E EXPOSITION AVE,
,BL,,,,2011,,,Paved,0.10885423,,Public Works,E EXPOSITION AVE,E BELCARO DR/TRAFFIC SIGNAL,S MONROE WAY,COLLECTOR,2,11,25,0, 3300 BLK OF E EXPOSITION AVE,
,SRd,,,,,,,,0.11990562,,,E ELMENDORF DR,N ARGONNE ST,N BAHAMA CT/NMCHG,LOCAL,2,17,25,0,18700 BLK OF E ELMENDORF DR,
,SWBP,SWBP,,1,2015,No,,Paved,0.06721145,,Public Works,E MARTIN LUTHER KING BLVD,N POPLAR ST,N QUEBEC ST,ARTERIAL,3,12,25,1, 7200 BLK OF E MLK BLVD_EB,D14I15
,SRd,SWBP,WSw,2,,,,,,,,N HAVANA ST,INTERSTATE 70/UNPASS/RRUNPASS/STR,RAMP,ARTERIAL,2,0,40,2, 4200 BLK OF N HAVANA ST,
,BufBL,BufBL,,1,2015,No,,Paved,0.07356383,,Public Works,E MARTIN LUTHER KING JR BLVD,N ROSLYN WAY/N ROSLYN ST,N SYRACUSE ST,ARTERIAL,4,12,25,1, 7500 BLK OF E MLK BLVD_EB,D14I15
,SWBP,SWBP,,1,2015,No,,Paved,0.06418456,,Public Works,E MARTIN LUTHER KING BLVD,N PONTIAC ST,N POPLAR ST,ARTERIAL,3,12,35,1, 7100 BLK OF E MLK BLVD_EB,D14I15
,SRd,SWBP,WSw,2,,,,,0.04854809,,,N HAVANA ST,RAMP,RAMP,ARTERIAL,2,10,40,1, 4100 BLK OF N HAVANA ST_NB,
,BufBL,BufBL,,1,2015,No,,Paved,0.06392309,,Public Works,E MARTIN LUTHER KING JR BLVD,TRAFFIC SIGNAL BTWN N TRENTON ST AND N ULSTER ST,N ULSTER ST,ARTERIAL,3,10,25,1, 7950 BLK OF E MLK BLVD_EB,D14I15
,SRd,SWBP,WSw,2,,,,,0.0963759,,,N HAVANA ST,E 40TH AVE,RAMP,ARTERIAL,2,0,40,2, 4000 BLK OF N HAVANA ST,
,SRd,SWBP,WSw,2,,,,,0.03106084,,,N HAVANA ST,E SMITH RD,RRX,ARTERIAL,2,10,40,0, 3600 BLK OF N HAVANA ST,
,BufBL,BufBL,,1,2015,No,,Paved,0.09984676,,Public Works,E MARTIN LUTHER KING JR BLVD,N ULSTER ST,N UINTA ST,ARTERIAL,3,10,25,1, 8100 BLK OF E MLK BLVD_EB,D14I15
,BufBL,BufBL,,1,2015,No,,Paved,0.16439046000000002,,Public Works,E MARTIN LUTHER KING JR BLVD,TRAFFIC SIGNAL BTWN N TRENTON ST AND N ULSTER ST,N UINTA ST,ARTERIAL,2,10,25,2, 7950 BLK OF E MARTIN LUTHER KING JR BLVD,D14I15
,BufBL,BufBL,,1,2015,No,,Paved,0.07149017,,Public Works,E MARTIN LUTHER KING JR BLVD,N ROSLYN WAY/N ROSLYN ST,N SYRACUSE ST,ARTERIAL,4,12,25,2, 7500 BLK OF E MARTIN LUTHER KING JR BLVD,D14I15
,BL,,,,,,,,0.09099987,,,LARIMER ST,29TH ST,30TH ST,ARTERIAL,3,12,30,2, 2900 BLK OF LARIMER ST,
,BL,,,,,,,,0.09901691,,,E HAPPY CANYON RD,E MANSFIELD AVE,S HOLLY ST,COLLECTOR,2,10,30,0,  5500 BLK OF E HAPPY CANYON RD,
,BL,,,1,2012,No,,Paved,0.05934763,,Public Works,W DARTMOUTH AVE,S LOWELL BLVD,S MABRY CT/S MABRY WAY,COLLECTOR,2,11,30,0, 3600 BLK OF W DARTMOUTH AVE,
,CT,,,1,2014,No,,Paved,0.06602602,,Public Works,15TH ST,COURT PL,TREMONT PL,ARTERIAL,5,10,25,1,  300 BLK OF 15TH ST,CT
,BL,,,,,,,,0.05871593,,,E MARTIN LUTHER KING BLVD,N ALBION ST,N ASH ST,ARTERIAL,3,12,35,1, 4100 BLK OF E MLK BLVD_EB,
,SH,,,1,2012,No,,Paved,0.10913880000000001,,Public Works,N FRANKLIN ST,E 13TH AVE,E 14TH AVE,COLLECTOR,2,9,25,0, 1300 BLK OF N FRANKLIN ST,
,SH,,,1,2012,No,,Paved,0.10982656,,Public Works,N FRANKLIN ST,E 17TH AVE,E 18TH AVE,COLLECTOR,2,15,25,0, 1700 BLK OF N FRANKLIN ST,
,SH,,,1,2012,No,,Paved,0.11060639,,Public Works,N FRANKLIN ST,E 14TH AVE,E COLFAX AVE/PARK AVE,COLLECTOR,2,10,25,0, 1400 BLK OF N FRANKLIN ST,
