LOCATION,LOC_CODE,TRAIL_NAME,REACH,PATH_TYPE,TYPE_CLASS,SURFACE_TYPE,LENGTH_MILE,WIDTH_FT,PRIMARY_USE,JURISDICTION,ACCESSIBILITY,YEAR_BUILT,YEAR_RESURF,NOTES,ASSET_CLASS,CLASS_CATEGORY,GIS_ASSET_ID,INFOR_ASSET_ID
Pulaski Park,319,None,None,1,Park Circulation,Concrete,0.01355465,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71162,107107
Pulaski Park,319,None,None,1,Park Circulation,Concrete,0.02149398,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71245,109249
Pulaski Park,319,None,None,1,Park Circulation,Concrete,0.00359877,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71246,109250
Pulaski Park,319,None,None,1,Park Circulation,Concrete,0.00979137,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71103,105593
Pulaski Park,319,None,None,1,Park Circulation,Concrete,0.05226762,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71247,109251
Pulaski Park,319,None,None,1,Park Circulation,Concrete,0.0168054,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71104,105594
Pulaski Park,319,None,None,1,Park Circulation,Concrete,0.01505521,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71105,105595
Pulaski Park,319,None,None,1,Park Circulation,Concrete,0.00390439,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71163,107108
Pulaski Park,319,None,None,1,Park Circulation,Concrete,0.0015992,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71192,107879
Pulaski Park,319,None,None,1,Park Circulation,Concrete,0.02258276,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71140,106345
Pulaski Park,319,None,None,1,Park Circulation,Concrete,0.02768871,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71220,108576
Pulaski Park,319,None,None,1,Park Circulation,Concrete,0.01244532,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71164,107109
Pulaski Park,319,None,None,1,Park Circulation,Concrete,0.02333051,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71165,107110
Pulaski Park,319,None,None,1,Right of Way Walk,Concrete,0.04478982,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,71248,109252
Ciancio Park,027,None,None,1,Right of Way Walk,Concrete,0.0035518,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,71193,107880
Ciancio Park,027,None,None,1,Right of Way Walk,Concrete,0.01235595,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,71141,106346
Ciancio Park,027,None,None,1,Right of Way Walk,Concrete,0.01264066,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,71030,104021
Ciancio Park,027,None,None,1,Park Circulation,Concrete,0.03857879,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71065,104805
Ciancio Park,027,None,None,1,Right of Way Walk,Concrete,0.00348498,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,71066,104806
Cheesman Park,312,None,None,1,Park Circulation,Crusher Fines,0.01819106,3.0,None,City & County of Denver,None,2010, ,None,WLKTRL,WLK-SOFT,75680,109051
Cheesman Park,312,Cheesman Park Outer Loop,None,1,Park Circulation,Concrete,0.00507273,8.0,None,City & County of Denver,None,2010, ,None,WLKTRL,WLK-HARD,75681,109052
Cheesman Park,312,None,None,1,Right of Way Walk,Concrete,0.07812278,5.0,None,City & County of Denver,None,2010, ,None,WLKTRL,WLK-ROW,75620,107672
Cheesman Park,312,Cheesman Park Outer Loop,None,1,Park Circulation,Crusher Fines,0.06626649,8.0,None,City & County of Denver,None,2010, ,None,WLKTRL,WLK-SOFT,75536,105380
Cheesman Park,312,Cheesman Park Outer Loop,None,1,Park Circulation,Crusher Fines,0.0969963,6.0,None,City & County of Denver,None,2010, ,None,WLKTRL,WLK-SOFT,75537,105381
Cheesman Park,312,None,None,1,Park Circulation,Concrete,0.05881165,6.0,None,City & County of Denver,None,2010, ,None,WLKTRL,WLK-HARD,75621,107673
Cheesman Park,312,Cheesman Park Outer Loop,None,1,Park Circulation,Crusher Fines,0.01328028,8.0,None,City & County of Denver,None,2010, ,None,WLKTRL,WLK-SOFT,75589,106913
Cheesman Park,312,Cheesman Park Outer Loop,None,1,Park Circulation,Crusher Fines,0.07795965,8.0,None,City & County of Denver,None,2010, ,None,WLKTRL,WLK-SOFT,75590,106914
Cheesman Park,312,Cheesman Park Outer Loop,None,1,Park Circulation,Crusher Fines,0.02816552,8.0,None,City & County of Denver,None,2010, ,None,WLKTRL,WLK-SOFT,75622,107674
Cheesman Park,312,None,None,1,Park Circulation,Concrete,0.0067586,6.0,None,City & County of Denver,None,2010, ,None,WLKTRL,WLK-HARD,75623,107675
Cheesman Park,312,None,None,1,Right of Way Walk,Concrete,0.02590398,5.0,None,City & County of Denver,None,2010, ,None,WLKTRL,WLK-ROW,75506,104592
Cheesman Park,312,None,None,1,Park Circulation,Concrete,0.02771778,5.0,None,City & County of Denver,None,2010, ,None,WLKTRL,WLK-HARD,75682,109053
Cheesman Park,312,None,None,1,Park Circulation,Concrete,0.00265167,8.0,None,City & County of Denver,None,2010, ,None,WLKTRL,WLK-HARD,75683,109054
Cheesman Park,312,Cheesman Park Outer Loop,None,1,Park Circulation,Crusher Fines,0.07669129,8.0,None,City & County of Denver,None,2010, ,None,WLKTRL,WLK-SOFT,75507,104593
Cheesman Park,312,None,None,1,Right of Way Walk,Concrete,0.0205959,5.0,None,City & County of Denver,None,2010, ,None,WLKTRL,WLK-ROW,75624,107676
Cheesman Park,312,None,None,1,Right of Way Walk,Concrete,0.00799826,5.0,None,City & County of Denver,None,2010, ,None,WLKTRL,WLK-ROW,75625,107677
Cheesman Park,312,Cheesman Park Outer Loop,None,1,Park Circulation,Crusher Fines,0.00401613,6.0,None,City & County of Denver,None,2010, ,None,WLKTRL,WLK-SOFT,75725,109782
Skyland Park,429,None,None,1,Park Circulation,Concrete,0.00541,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71316,104844
Columbus Park,004,None,None,1,Park Circulation,Concrete,0.00897102,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71547,104863
Columbus Park,004,None,None,1,Right of Way Walk,Concrete,0.00355686,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,71697,108605
Columbus Park,004,None,None,1,Park Circulation,Concrete,0.01153043,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71573,105641
Columbus Park,004,None,None,1,Park Circulation,Concrete,0.00950236,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71548,104864
Columbus Park,004,None,None,1,Right of Way Walk,Concrete,0.05993644,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,71512,104069
Columbus Park,004,None,None,1,Park Circulation,Concrete,0.023646,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71698,108606
Columbus Park,004,None,None,1,Park Circulation,Concrete,0.01077979,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71645,107160
Columbus Park,004,None,None,1,Right of Way Walk,Concrete,0.07725674,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,71574,105642
Commons Park,902,None,None,1,Park Circulation,Concrete,0.03113184,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71678,107923
Commons Park,902,None,None,1,Right of Way Walk,Concrete,0.0582264,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,71575,105643
Commons Park,902,None,None,1,Park Circulation,Concrete,0.02043271,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71729,109292
Commons Park,902,None,None,1,Park Circulation,Concrete,0.03038833,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71576,105644
Eisenhower Park,630,None,None,1,Park Circulation,Concrete,0.04815959,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71972,109324
Elmendorf Park,536,None,None,1,Right of Way Walk,Concrete,0.08139495,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,71875,106442
Elmendorf Park,536,None,None,1,Park Circulation,Concrete,0.02953315,8.0,None,City & County of Denver,None,2010, ,None,WLKTRL,WLK-HARD,71897,107191
City Park,201,None,None,1,Park Circulation,Concrete,0.00750078,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74039,104420
City Park,201,None,None,1,Park Circulation,Concrete,0.02484268,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74223,108906
City Park,201,None,None,1,Park Circulation,Concrete,0.00857961,20.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74245,109620
City Park,201,None,None,1,Park Circulation,Concrete,0.00502339,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74040,104421
City Park,201,None,None,1,Park Circulation,Concrete,0.04172587,14.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74133,106742
City Park,201,None,None,1,Park Circulation,Asphalt,0.02103678,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74041,104422
City Park,201,None,None,1,Park Circulation,Concrete,0.03581062,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74070,105208
City Park,201,None,None,1,Park Circulation,Concrete,0.00749528,12.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74246,109621
City Park,201,None,None,1,Park Circulation,Concrete,0.03187726,10.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74134,106743
City Park,201,None,None,1,Park Circulation,Concrete,0.00909173,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74168,107487
City Park,201,None,None,1,Park Circulation,Concrete,0.00783963,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74042,104423
City Park,201,None,None,1,Park Circulation,Concrete,0.02455917,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74135,106744
City Park,201,None,None,1,Park Circulation,Crusher Fines,0.01962049,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74247,109622
City Park,201,None,None,1,Park Circulation,Concrete,0.18556914,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74043,104424
City Park,201,Mile High Loop,None,1,Park Circulation,Concrete,0.10679655,8.0,None,City & County of Denver,None,2015, ,None,WLKTRL,WLK-HARD,74169,107488
City Park,201,None,None,1,Park Circulation,Concrete,0.02177522,10.0,None,City & County of Denver,None,2015, ,None,WLKTRL,WLK-HARD,74170,107489
City Park,201,None,None,1,Park Circulation,Concrete,0.04441267,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74044,104425
City Park,201,None,None,1,Park Circulation,Concrete,0.0068264,16.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74137,106746
City Park,201,None,None,1,Park Circulation,Concrete,0.03664521,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74138,106747
City Park,201,None,None,1,Park Circulation,Concrete,0.00827634,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74071,105209
City Park,201,None,None,1,Park Circulation,Concrete,0.01662617,12.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74105,105972
Lowry Open Space,L28,None,None,1,Park Circulation,Crusher Fines,0.07292276,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-SOFT,76422,114825
Lowry Open Space,L28,None,None,1,Park Circulation,Concrete,0.00657867,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,76423,114806
Lowry Open Space,L28,None,None,1,Park Circulation,Concrete,0.04257454,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,76345,114789
Lowry Open Space,L28,None,None,1,Park Circulation,Concrete,0.00546114,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,76366,114794
Lowry Open Space,L28,None,None,1,Park Circulation,Concrete,0.06249637,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,76403,114800
Lowry Open Space,L28,None,None,1,Park Circulation,Concrete,0.00302258,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,76310,114788
Lowry Open Space,L28,None,None,1,Park Circulation,Crusher Fines,0.16549709,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-SOFT,76346,114818
Lowry Open Space,L28,None,None,1,Park Circulation,Crusher Fines,0.10836031,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-SOFT,76404,114823
Lowry Open Space,L28,None,None,1,Park Circulation,Crusher Fines,0.15284136,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-SOFT,76311,114814
Lowry Open Space,L28,None,None,1,Park Circulation,Crusher Fines,0.12185722,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-SOFT,76405,114824
Cuatro Vientos,825,None,None,1,Park Circulation,Concrete,0.151366,8.0,None,City & County of Denver,None,2014, ,None,WLKTRL,WLK-HARD,76490,114955
Cuatro Vientos,825,None,None,1,Park Circulation,Concrete,0.02068945,8.0,None,City & County of Denver,None,2014, ,None,WLKTRL,WLK-HARD,76491,114956
Morrison,224,None,None,1,Park Circulation,Concrete,0.01289882,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74705,108944
Morrison,224,None,None,1,Right of Way Walk,Concrete,0.01189392,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,74572,106024
Morrison,224,None,None,1,Right of Way Walk,Concrete,0.0109942,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,74603,106786
Morrison,224,None,None,1,Right of Way Walk,Concrete,0.01192602,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,74542,105263
Morrison,224,None,None,1,Park Circulation,Concrete,0.0344466,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74543,105264
Morrison,224,None,None,1,Park Circulation,Concrete,0.05820221,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74505,104471
Morrison,224,None,None,1,Park Circulation,Concrete,0.01762925,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74604,106787
Morrison,224,None,None,1,Park Circulation,Concrete,0.01340186,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74506,104472
Morrison,224,None,None,1,Park Circulation,Concrete,0.01158517,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74706,108945
Morrison,224,None,None,1,Park Circulation,Concrete,0.03784421,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74573,106025
Morrison,224,None,None,1,Park Circulation,Concrete,0.01142105,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74544,105265
Morrison,224,None,None,1,Park Circulation,Concrete,0.05038839,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74507,104473
Morrison,224,None,None,1,Park Circulation,Concrete,0.01512913,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74732,109660
Mestizo Curtis Park,203,None,None,1,Right of Way Walk,Concrete,0.05601606,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,74510,104476
Bear Valley,140,Bear Creek Trail,None,2,Regional,Concrete,0.0196588,10.0,None,City & County of Denver,None,None, ,None,WLKTRL,TRL-RGN,70778,104745
Bezoff,624,None,None,1,Park Circulation,Concrete,0.01809734,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70834,105558
Bezoff,624,None,None,1,Right of Way Walk,Concrete,0.13573297,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,70801,104768
Bezoff,624,None,None,1,Right of Way Walk,Concrete,0.00494271,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,70835,105559
Bible Park,602,None,None,1,Park Circulation,Concrete,0.01264095,8.0,None,City & County of Denver,None,2010, ,None,WLKTRL,WLK-HARD,70903,107087
Bible Park,602,None,None,1,Park Circulation,Concrete,0.056124,8.0,None,City & County of Denver,None,2010, ,None,WLKTRL,WLK-HARD,70999,109225
Bible Park,602,None,None,1,Park Circulation,Concrete,0.09839364,8.0,None,City & County of Denver,None,2010, ,None,WLKTRL,WLK-HARD,70938,107854
Bible Park,602,None,None,1,Park Circulation,Concrete,0.01856196,12.0,None,City & County of Denver,None,2017, ,None,WLKTRL,WLK-HARD,70967,108549
Bible Park,602,None,None,1,Right of Way Walk,Concrete,0.06735664,4.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,70802,104769
South Platte River Greenway,TRL-SP,South Platte River Trail,None,2,Access/Ramp,Concrete,0.02315026,None,None,City & County of Denver,None,None, ,None,WLKTRL,TRL-RGN,76026,112142
South Platte River Greenway,TRL-SP,South Platte River Trail,None,2,Access/Ramp,Concrete,0.0209646,None,None,City & County of Denver,None,None, ,None,WLKTRL,TRL-RGN,76054,112143
South Platte River Greenway,TRL-SP,South Platte River Trail,Habitat to Milstein,2,Regional,Concrete,1.17138212,None,None,City & County of Denver,None,None, ,None,WLKTRL,TRL-RGN,75992,112144
South Platte River Greenway,TRL-SP,South Platte River Trail,None,2,Access/Ramp,Concrete,0.04466757,None,None,City & County of Denver,None,None, ,None,WLKTRL,TRL-RGN,75957,112145
South Platte River Greenway,TRL-SP,South Platte River Trail,None,2,Access/Ramp,Concrete,0.03607271,None,None,City & County of Denver,None,None, ,None,WLKTRL,TRL-RGN,76027,112146
South Platte River Greenway,TRL-SP,South Platte River Trail,None,2,Access/Ramp,Concrete,0.02789018,None,None,City & County of Denver,None,None, ,None,WLKTRL,TRL-RGN,76028,112168
Ciancio Park,027,None,None,1,Right of Way Walk,Concrete,0.00371023,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,71166,107111
Greenway Park,556,Stapleton Greenway Trail,None,2,Minor,Concrete,0.03080613,10.0,None,City & County of Denver,None,2008, ,None,WLKTRL,TRL-MNR,71106,105596
Greenway Park,556,None,None,1,Park Circulation,Concrete,0.01923203,10.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71107,105597
Greenway Park,556,None,None,1,Park Circulation,Crusher Fines,0.00977192,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-SOFT,71221,108577
Greenway Park,556,Stapleton Greenway Trail,None,2,Minor,Concrete,0.02126129,10.0,None,City & County of Denver,None,2008, ,None,WLKTRL,TRL-MNR,71194,107881
Greenway Park,556,None,None,1,Park Circulation,Concrete,0.00884105,10.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71195,107882
Greenway Park,556,None,None,1,Right of Way Walk,Crusher Fines,0.24369405,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,71031,104022
Greenway Park,556,None,None,1,Right of Way Walk,Crusher Fines,0.08956012,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,71142,106347
Greenway Park,556,Stapleton Greenway Trail,None,2,Minor,Concrete,0.09077213,10.0,None,City & County of Denver,None,2008, ,None,WLKTRL,TRL-MNR,71067,104807
Greenway Park,556,Stapleton Greenway Trail,None,2,Minor,Concrete,0.06726755,10.0,None,City & County of Denver,None,2008, ,None,WLKTRL,TRL-MNR,71068,104808
Greenway Park,556,None,None,1,Park Circulation,Concrete,0.02753107,10.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71143,106348
Greenway Park,556,Stapleton Greenway Trail,None,2,Minor,Concrete,0.06652772,10.0,None,City & County of Denver,None,2008, ,None,WLKTRL,TRL-MNR,71144,106349
Pulaski Park,319,None,None,1,Park Circulation,Concrete,0.00370995,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71244,109248
Greenway Park,556,Stapleton Greenway Trail,None,2,Minor,Concrete,0.01353597,10.0,None,City & County of Denver,None,2008, ,None,WLKTRL,TRL-MNR,71145,106350
Stapleton Central,561,None,None,1,Park Circulation,Concrete,0.02064711,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71069,104809
Morrison,224,None,None,1,Right of Way Walk,Concrete,0.01527743,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,74587,106039
Morrison,224,None,None,1,Park Circulation,Concrete,0.01368432,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74664,107567
Morrison,224,None,None,1,Right of Way Walk,Concrete,0.02681665,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,74665,107568
Morrison,224,None,None,1,Park Circulation,Concrete,0.04607283,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74554,105275
St Charles Park,207,None,None,1,Right of Way Walk,Concrete,0.019141,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,74555,105276
Babi-Yar Park,601,None,None,1,Park Circulation,Crusher Fines,0.03032244,8.0,None,City & County of Denver,None,2009, ,None,WLKTRL,WLK-SOFT,74556,105277
Babi-Yar Park,601,None,None,1,Park Circulation,Crusher Fines,0.03405982,8.0,None,City & County of Denver,None,2009, ,None,WLKTRL,WLK-SOFT,74666,107569
Babi-Yar Park,601,None,None,1,Park Circulation,Crusher Fines,0.00368677,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-SOFT,74525,104491
Babi-Yar Park,601,None,None,1,Park Circulation,Concrete,0.03080551,3.0,None,City & County of Denver,None,2009, ,None,WLKTRL,WLK-HARD,74692,108275
St Charles Park,207,None,None,1,Right of Way Walk,Concrete,0.016388,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,74621,106804
St Charles Park,207,None,None,1,Right of Way Walk,Concrete,0.01798153,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,74526,104492
St Charles Park,207,None,None,1,Right of Way Walk,Concrete,0.00945731,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,74558,105279
St Charles Park,207,None,None,1,Park Circulation,Concrete,0.00538851,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74693,108276
St Charles Park,207,None,None,1,Right of Way Walk,Concrete,0.01944044,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,74559,105280
St Charles Park,207,None,None,1,Park Circulation,Concrete,0.04890191,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74720,108959
Sanderson Gulch,828,None,None,1,Right of Way Walk,Concrete,0.01867087,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,74560,105281
Sanderson Gulch,828,Sanderson Gulch Trail,None,2,Minor,Concrete,0.07528984,None,None,City & County of Denver,None,None, ,None,WLKTRL,TRL-MNR,74588,106040
Elmendorf Park,536,None,None,1,Park Circulation,Concrete,0.01009164,8.0,None,City & County of Denver,None,2010, ,None,WLKTRL,WLK-HARD,71848,105675
Governors Park,316,None,None,1,Park Circulation,Concrete,0.00484193,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72223,109363
Grant-Humphrey's Mansion,338,None,None,1,Park Circulation,Concrete,0.00563163,9.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72224,109364
Grant-Humphrey's Mansion,338,None,None,1,Park Circulation,Concrete,0.01213644,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72162,107959
Governors Park,316,None,None,1,Park Circulation,Concrete,0.00719704,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72186,108663
Grant-Humphrey's Mansion,338,None,None,1,Right of Way Walk,Concrete,0.01256592,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72106,106469
Green Valley Ranch East,550,None,None,1,Park Circulation,Concrete,0.03605866,12.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72225,109365
Green Valley Ranch East,550,None,None,1,Park Circulation,Concrete,0.00433502,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72187,108664
Green Valley Ranch East,550,None,None,1,Park Circulation,Concrete,0.01526916,18.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72226,109366
Green Valley Ranch East,550,None,None,1,Park Circulation,Concrete,0.00244042,12.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72130,107215
Green Valley Ranch East,550,None,None,1,Park Circulation,Concrete,0.01558179,10.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72188,108665
Green Valley Ranch East,550,None,None,1,Park Circulation,Concrete,0.00461063,24.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72227,109367
Green Valley Ranch East,550,None,None,1,Park Circulation,Concrete,0.01362954,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72040,104927
Green Valley Ranch East,550,None,None,1,Park Circulation,Concrete,0.01361301,12.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72163,107960
Green Valley Ranch East,550,None,None,1,Park Circulation,Concrete,0.00919193,10.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72228,109368
Green Valley Ranch East,550,None,None,1,Park Circulation,Concrete,0.00448649,28.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72164,107961
Green Valley Ranch East,550,None,None,1,Park Circulation,Concrete,0.01537086,12.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72041,104928
Green Valley Ranch East,550,None,None,1,Right of Way Walk,Concrete,0.03841167,4.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72107,106470
Green Valley Ranch East,550,None,None,1,Park Circulation,Concrete,0.00973598,12.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72189,108666
Sanderson Gulch,828,Sanderson Gulch Trail,None,2,Minor,Asphalt,0.10929854,None,None,City & County of Denver,None,None, ,None,WLKTRL,TRL-MNR,74915,108286
Sanderson Gulch,828,None,None,1,Park Circulation,Crusher Fines,0.05098874,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74872,107575
Sanderson Gulch,828,None,None,1,Right of Way Walk,Concrete,0.11133722,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,74809,106052
Sanderson Gulch,828,None,None,1,Right of Way Walk,Concrete,0.02834238,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,74916,108287
Carpio Sanguinette,912,None,None,1,Park Circulation,Concrete,0.11140735,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74810,106053
Carpio Sanguinette,912,South Platte River Trail,None,2,Regional,Concrete,0.02796597,None,None,City & County of Denver,None,None, ,None,WLKTRL,TRL-RGN,74838,106808
Carpio Sanguinette,912,None,None,1,Park Circulation,Crusher Fines,0.11916609,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-SOFT,74811,106054
Carpio Sanguinette,912,None,None,1,Park Circulation,Concrete,0.06636928,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74812,106055
Carpio Sanguinette,912,None,None,1,Park Circulation,Concrete,0.00401759,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74839,106809
Carpio Sanguinette,912,None,None,1,Park Circulation,Concrete,0.02607824,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74943,108963
Carpio Sanguinette,912,None,None,1,Park Circulation,Concrete,0.01089695,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74751,104496
