LOCATION,LOC_CODE,TRAIL_NAME,REACH,PATH_TYPE,TYPE_CLASS,SURFACE_TYPE,LENGTH_MILE,WIDTH_FT,PRIMARY_USE,JURISDICTION,ACCESSIBILITY,YEAR_BUILT,YEAR_RESURF,NOTES,ASSET_CLASS,CLASS_CATEGORY,GIS_ASSET_ID,INFOR_ASSET_ID
Martin Luther King Jr. Park,415,None,None,1,Park Circulation,Concrete,0.14297309,8.0,None,City & County of Denver,None,2017,None,None,WLKTRL,WLK-HARD,72989,109463
Martin Luther King Jr. Park,415,None,None,1,Park Circulation,Concrete,0.00772205,8.0,None,City & County of Denver,None,2017,None,None,WLKTRL,WLK-HARD,72876,106559
Martin Luther King Jr. Park,415,None,None,1,Park Circulation,Concrete,0.06107809,8.0,None,City & County of Denver,None,2017,None,None,WLKTRL,WLK-HARD,72909,107321
Martin Luther King Jr. Park,415,None,None,1,Park Circulation,Concrete,0.0090515,8.0,None,City & County of Denver,None,2017,None,None,WLKTRL,WLK-HARD,72877,106560
Martin Luther King Jr. Park,415,None,None,1,Park Circulation,Concrete,0.00971657,8.0,None,City & County of Denver,None,2017,None,None,WLKTRL,WLK-HARD,72878,106561
Martin Luther King Jr. Park,415,None,None,1,Park Circulation,Concrete,0.00791337,8.0,None,City & County of Denver,None,2017,None,None,WLKTRL,WLK-HARD,72964,108754
Martin Luther King Jr. Park,415,None,None,1,Park Circulation,Concrete,0.00866348,8.0,None,City & County of Denver,None,2017,None,None,WLKTRL,WLK-HARD,72761,104227
New Freedom,L26,None,None,1,Right of Way Walk,Concrete,0.03286303,10.0,None,City & County of Denver,None,2012, ,None,WLKTRL,WLK-ROW,76157,112738
New Freedom,L26,None,None,1,Park Circulation,Concrete,0.00679406,6.0,None,City & County of Denver,None,2012, ,None,WLKTRL,WLK-HARD,76158,112739
New Freedom,L26,None,None,1,Park Circulation,Concrete,0.03147809,3.0,None,City & County of Denver,None,2012, ,None,WLKTRL,WLK-HARD,76159,112740
Ruby Hill Park,827,None,None,1,Park Circulation,Concrete,0.00552486,None,None,City & County of Denver,None,None, ,Stairs,WLKTRL,WLK-HARD,76251,113625
Ruby Hill Park,827,None,None,1,Park Circulation,Concrete,0.00517881,None,None,City & County of Denver,None,None, ,Stairs,WLKTRL,WLK-HARD,76252,113626
Ruby Hill Park,827,None,None,1,Park Circulation,Concrete,0.00559064,None,None,City & County of Denver,None,None, ,Stairs,WLKTRL,WLK-HARD,76253,113627
Ruby Hill Park,827,None,None,1,Park Circulation,Concrete,0.00520783,None,None,City & County of Denver,None,None, ,Stairs,WLKTRL,WLK-HARD,76254,113628
Ruby Hill Park,827,None,None,1,Park Circulation,Asphalt,0.07219383,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,76255,113629
Berkeley Lake Park,002,None,None,1,Park Circulation,Crusher Fines,0.05195485,6.0,None,City & County of Denver,None,2012, ,None,WLKTRL,WLK-SOFT,76424,114753
Washington Park,711,None,None,1,Park Circulation,Crusher Fines,0.03591608,None,None,City & County of Denver,None,2016, ,None,WLKTRL,WLK-HARD,76268,113790
Lakewood & Dry Gulch Park,030,None,None,1,Park Circulation,Concrete,0.11230877,None,None,City & County of Denver,None,2012, ,None,WLKTRL,WLK-HARD,76425,114779
Lakewood & Dry Gulch Park,030,None,None,1,Park Circulation,Concrete,0.09754474,None,None,City & County of Denver,None,2012, ,None,WLKTRL,WLK-HARD,76348,114778
Washington Park,711,None,None,1,Park Circulation,Concrete,0.01005908,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,76312,114859
Washington Park,711,None,None,1,Park Circulation,Concrete,0.0213842,None,None,City & County of Denver,None,2011, ,None,WLKTRL,WLK-HARD,76426,114881
Washington Park,711,None,None,1,Park Circulation,Asphalt,0.0089966,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,76349,114870
Washington Park,711,None,None,1,Park Circulation,Concrete,0.00955525,None,None,City & County of Denver,None,2013, ,None,WLKTRL,WLK-HARD,76427,114882
Bear Valley,140,Bear Creek Trail,None,2,Regional,Concrete,0.06031183,8.0,None,City & County of Denver,None,2011, ,None,WLKTRL,TRL-RGN,76428,114740
Westerly Creek Park,560,None,None,1,Park Circulation,Crusher Fines,0.05051205,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-SOFT,76446,114890
Lakewood & Dry Gulch Park,030,None,None,1,Park Circulation,Concrete,0.02625508,None,None,City & County of Denver,None,2012, ,None,WLKTRL,WLK-HARD,76313,114777
Lindsley Park,401,None,None,1,Park Circulation,Concrete,0.01282565,None,None,City & County of Denver,None,2012, ,None,WLKTRL,WLK-HARD,76368,114782
Lindsley Park,401,None,None,1,Park Circulation,Concrete,0.00949596,None,None,City & County of Denver,None,2012, ,None,WLKTRL,WLK-HARD,76407,114783
Great Lawn Park,L07,None,None,1,Right of Way Walk,Concrete,0.0307772,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,76328,114774
Sloan's Lake Park,019,None,None,1,Park Circulation,Concrete,0.0078498,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,76386,114853
Chavez Park,035,None,None,1,Park Circulation,Concrete,0.02410164,6.0,None,City & County of Denver,None,2013, ,None,WLKTRL,WLK-HARD,76429,114760
Chavez Park,035,None,None,1,Park Circulation,Concrete,0.02571296,5.0,None,City & County of Denver,None,2013, ,None,WLKTRL,WLK-HARD,76329,114757
Chavez Park,035,None,None,1,Park Circulation,Concrete,0.03968458,6.0,None,City & County of Denver,None,2013, ,None,WLKTRL,WLK-HARD,76387,114759
Chavez Park,035,None,None,1,Park Circulation,Concrete,0.05175263,6.0,None,City & County of Denver,None,2013, ,None,WLKTRL,WLK-HARD,76447,114761
Chavez Park,035,None,None,1,Park Circulation,Crusher Fines,0.06201618,6.0,None,City & County of Denver,None,2013, ,None,WLKTRL,WLK-SOFT,76369,114763
Chavez Park,035,None,None,1,Park Circulation,Crusher Fines,0.00964705,6.0,None,City & County of Denver,None,2013, ,None,WLKTRL,WLK-SOFT,76330,114762
Chavez Park,035,None,None,1,Park Circulation,Concrete,0.00773825,6.0,None,City & County of Denver,None,2013, ,None,WLKTRL,WLK-HARD,76350,114758
Bezoff,624,None,None,1,Park Circulation,Concrete,0.00912728,8.0,None,City & County of Denver,None,2010, ,None,WLKTRL,WLK-HARD,76351,114754
Cheesman Park,312,None,None,1,Park Circulation,Concrete,0.00615444,6.0,None,City & County of Denver,None,2010, ,None,WLKTRL,WLK-HARD,76331,114764
Cheesman Park,312,None,None,1,Park Circulation,Crusher Fines,0.00623249,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-SOFT,76332,114765
City Park,201,None,None,1,Right of Way Walk,Concrete,0.06683606,8.0,None,City & County of Denver,None,2011, ,None,WLKTRL,WLK-ROW,76333,114772
City of Ulaanbaatar Park,L17,None,None,1,Park Circulation,Concrete,0.00355209,30.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,76352,114771
Confluence Park,903,None,None,1,Park Circulation,Concrete,0.04080173,10.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,76388,114773
Bear Valley,140,Bear Creek Trail,None,2,Access/Ramp,Concrete,0.03711175,10.0,None,City & County of Denver,None,2015, ,None,WLKTRL,TRL-RGN,76317,114739
Crescent Park,L25,None,None,1,Park Circulation,Concrete,0.03289003,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71687,107932
Crescent Park,L25,None,None,1,Park Circulation,Concrete,0.01536847,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71713,108621
Crescent Park,L25,None,None,1,Park Circulation,Concrete,0.02905511,4.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71625,106423
Crescent Park,L25,None,None,1,Park Circulation,Concrete,0.02332339,4.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71656,107171
Crescent Park,L25,None,None,1,Park Circulation,Concrete,0.00518821,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71657,107172
Crescent Park,L25,None,None,1,Park Circulation,Concrete,0.00514617,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71626,106424
Crescent Park,L25,None,None,1,Park Circulation,Concrete,0.02695151,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71555,104871
Crescent Park,L25,None,None,1,Park Circulation,Concrete,0.02973031,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71744,109307
Crescent Park,L25,None,None,1,Park Circulation,Concrete,0.03053019,4.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71745,109308
Crescent Park,L25,None,None,1,Park Circulation,Concrete,0.02436807,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71714,108622
Crescent Park,L25,None,None,1,Park Circulation,Concrete,0.00237634,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71586,105654
Crescent Park,L25,None,None,1,Park Circulation,Concrete,0.01461787,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71587,105655
Crescent Park,L25,None,None,1,Park Circulation,Concrete,0.00521543,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71522,104079
Crescent Park,L25,None,None,1,Park Circulation,Concrete,0.00652312,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71658,107173
Crescent Park,L25,None,None,1,Right of Way Walk,Concrete,0.03931588,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,71627,106425
Crescent Park,L25,None,None,1,Right of Way Walk,Concrete,0.01516922,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,71715,108623
Crescent Park,L25,None,None,1,Park Circulation,Concrete,0.01048144,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71628,106426
Crescent Park,L25,None,None,1,Park Circulation,Concrete,0.01050426,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71556,104872
La Alma / Lincoln Park,315,None,None,1,Right of Way Walk,Concrete,0.03473293,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72638,107302
La Alma / Lincoln Park,315,None,None,1,Right of Way Walk,Concrete,0.03662234,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72639,107303
La Alma / Lincoln Park,315,None,None,1,Right of Way Walk,Concrete,0.00866888,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72708,108739
La Alma / Lincoln Park,315,None,None,1,Right of Way Walk,Concrete,0.01481002,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72550,105009
La Alma / Lincoln Park,315,None,None,1,Park Circulation,Concrete,0.00796987,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72588,105793
La Alma / Lincoln Park,315,None,None,1,Park Circulation,Concrete,0.01695656,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72640,107304
La Alma / Lincoln Park,315,None,None,1,Park Circulation,Concrete,0.02716232,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72676,108033
La Alma / Lincoln Park,315,None,None,1,Park Circulation,Concrete,0.00601441,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72589,105794
Washington Park,711,None,None,1,Park Circulation,Concrete,0.02157842,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72677,108034
Washington Park,711,Grassmere Lake Loop,None,1,Park Circulation,Asphalt,0.19128934,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72551,105010
Pulaski Park,319,None,None,1,Park Circulation,Concrete,0.00342546,None,None,City & County of Denver,None,2010, ,None,WLKTRL,WLK-HARD,72709,108740
Loretto Heights,163,None,None,1,Park Circulation,Concrete,0.0208657,None,None,City & County of Denver,None,2010, ,None,WLKTRL,WLK-HARD,72641,107305
La Alma / Lincoln Park,315,None,None,1,Park Circulation,Concrete,0.006351,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72710,108741
La Alma / Lincoln Park,315,None,None,1,Park Circulation,Concrete,0.01290231,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72642,107306
La Alma / Lincoln Park,315,None,None,1,Park Circulation,Concrete,0.04747708,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72679,108036
La Alma / Lincoln Park,315,None,None,1,Park Circulation,Concrete,0.01452629,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72745,109448
La Alma / Lincoln Park,315,None,None,1,Park Circulation,Concrete,0.00488228,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72612,106544
La Alma / Lincoln Park,315,None,None,1,Park Circulation,Concrete,0.01975603,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72680,108037
La Alma / Lincoln Park,315,None,None,1,Park Circulation,Concrete,0.01187432,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72613,106545
La Alma / Lincoln Park,315,None,None,1,Park Circulation,Concrete,0.01150814,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72747,109450
La Alma / Lincoln Park,315,None,None,1,Right of Way Walk,Concrete,0.15012317,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72643,107307
La Alma / Lincoln Park,315,None,None,1,Park Circulation,Asphalt,0.09335805,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72553,105012
La Alma / Lincoln Park,315,None,None,1,Park Circulation,Asphalt,0.01375797,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72644,107308
La Alma / Lincoln Park,315,None,None,1,Park Circulation,Asphalt,0.05053714,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72712,108743
La Alma / Lincoln Park,315,None,None,1,Park Circulation,Concrete,0.01342298,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72748,109451
Lake of Lakes,157,None,None,1,Park Circulation,Asphalt,0.07725069,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72749,109452
Stanford & Balsam,181,None,None,1,Park Circulation,Asphalt,0.06957389,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72928,108038
Barnum Park,804,None,None,1,Park Circulation,Asphalt,0.02002522,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72954,108744
La Alma / Lincoln Park,315,None,None,1,Park Circulation,Concrete,0.00849663,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72955,108745
La Alma / Lincoln Park,315,None,None,1,Park Circulation,Concrete,0.00448532,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72863,106546
La Alma / Lincoln Park,315,None,None,1,Park Circulation,Concrete,0.00802616,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72750,104216
City of Nairobi,217,None,None,1,Park Circulation,Concrete,0.05682912,6.0,None,City & County of Denver,None,2013, ,None,WLKTRL,WLK-HARD,76335,114769
City of Nairobi,217,None,None,1,Park Circulation,Concrete,0.0133277,4.0,None,City & County of Denver,None,2013, ,None,WLKTRL,WLK-HARD,76354,114770
Sloans Lake Park,019,None,None,1,Park Circulation,Concrete,0.05300075,None,None,City & County of Denver,None,2013, ,None,WLKTRL,WLK-HARD,76336,114850
Sloans Lake Park,019,None,None,1,Park Circulation,Concrete,0.01941441,None,None,City & County of Denver,None,2013, ,None,WLKTRL,WLK-HARD,76411,114852
Sloans Lake Park,019,None,None,1,Park Circulation,Concrete,0.06742167,None,None,City & County of Denver,None,2013, ,None,WLKTRL,WLK-HARD,76373,114851
Sloans Lake Park,019,None,None,1,Park Circulation,Concrete,0.03078733,None,None,City & County of Denver,None,2013, ,None,WLKTRL,WLK-HARD,76318,114849
Skyland Park,429,None,None,1,Park Circulation,Concrete,0.06990008,None,None,City & County of Denver,None,2013, ,None,WLKTRL,WLK-HARD,76393,114829
Highline Canal,TRL-HL,High Line Canal Trail,None,2,Access/Ramp,Concrete,0.03419666,None,None,City & County of Denver,None,None, ,None,WLKTRL,TRL-RGN,76355,114776
Highline Canal,TRL-HL,High Line Canal Trail,None,2,Access/Ramp,Concrete,0.07483914,None,None,City & County of Denver,None,2013, ,None,WLKTRL,TRL-RGN,76319,114775
Lawson,208,None,None,1,Park Circulation,Concrete,0.02922757,None,None,City & County of Denver,None,2013, ,None,WLKTRL,WLK-HARD,76433,114781
Washington Park,711,None,None,1,Park Circulation,Concrete,0.04233124,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,73759,104368
Washington Park,711,None,None,1,Park Circulation,Concrete,0.0075182,None,None,City & County of Denver,None,2013, ,None,WLKTRL,WLK-HARD,76374,114874
Washington Park,711,Meadow Loop,None,1,Park Circulation,Concrete,0.01112421,None,None,City & County of Denver,None,2013, ,None,WLKTRL,WLK-HARD,76320,114860
Washington Park,711,Meadow Loop,None,1,Park Circulation,Concrete,0.10405852,None,None,City & County of Denver,None,2013, ,None,WLKTRL,WLK-HARD,76356,114871
Washington Park,711,None,None,1,Park Circulation,Concrete,0.00419452,None,None,City & County of Denver,None,2013, ,None,WLKTRL,WLK-HARD,76450,114884
Washington Park,711,None,None,1,Park Circulation,Concrete,0.05860749,None,None,City & County of Denver,None,2013, ,None,WLKTRL,WLK-HARD,76337,114865
Pasquinels Landing,914,None,None,1,Park Circulation,Concrete,0.03147988,None,None,City & County of Denver,None,2016, ,None,WLKTRL,WLK-HARD,73191,108771
Pasquinels Landing,914,None,None,1,Park Circulation,Concrete,0.02338094,None,None,City & County of Denver,None,2016, ,None,WLKTRL,WLK-HARD,73084,105833
Ruby Hill Park,827,None,None,1,Park Circulation,Asphalt,0.1031201,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,73212,108792
Ruby Hill Park,827,None,None,1,Park Circulation,Concrete,0.02189947,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,73031,104286
Ruby Hill Park,827,None,None,1,Right of Way Walk,Concrete,0.06298497,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,73183,108088
Ruby Hill Park,827,None,None,1,Park Circulation,Concrete,0.00348625,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,73184,108089
Ruby Hill Park,827,None,None,1,Park Circulation,Asphalt,0.06027646,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,73036,104291
Ruby Hill Park,827,None,None,1,Park Circulation,Asphalt,0.00731685,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,73135,106606
Ruby Hill Park,827,None,None,1,Park Circulation,Asphalt,0.0539528,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,73216,108796
Ruby Hill Park,827,None,None,1,Park Circulation,Asphalt,0.04565437,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,73245,109501
Ruby Hill Park,827,None,None,1,Park Circulation,Asphalt,0.0110389,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,73246,109502
Ruby Hill Park,827,None,None,1,Park Circulation,Asphalt,0.00832814,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,73037,104292
Ruby Hill Park,827,None,None,1,Park Circulation,Asphalt,0.01455015,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,73136,106607
Ruby Hill Park,827,None,None,1,Park Circulation,Concrete,0.01317027,None,None,City & County of Denver,None,2011, ,None,WLKTRL,WLK-HARD,73137,106608
Ruby Hill Park,827,None,None,1,Park Circulation,Asphalt,0.04282756,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,73185,108090
Ruby Hill Park,827,None,None,1,Park Circulation,Asphalt,0.13268709,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,73078,105087
Ruby Hill Park,827,None,None,1,Park Circulation,Asphalt,0.1609998,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,73108,105857
Ruby Hill Park,827,None,None,1,Park Circulation,Asphalt,0.06585533,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,73038,104293
Pasquinels Landing,914,None,None,1,Park Circulation,Concrete,0.10646913,8.0,None,City & County of Denver,None,2016,None,None,WLKTRL,WLK-HARD,None,None
Pasquinels Landing,914,None,None,1,Park Circulation,Crusher Fines,0.02137268,None,None,City & County of Denver,None,2016,None,None,WLKTRL,WLK-SOFT,None,None
Lakewood & Dry Gulch Park,030,None,None,1,Park Circulation,Concrete,0.02741138,5.0,None,City & County of Denver,None,2016,None,None,WLKTRL,WLK-HARD,None,None
Lakewood & Dry Gulch Park,030,None,None,1,Park Circulation,Concrete,0.02673256,5.0,None,City & County of Denver,None,2016,None,None,WLKTRL,WLK-HARD,None,None
Lakewood & Dry Gulch Park,030,None,None,1,Park Circulation,Concrete,0.0173822,5.0,None,City & County of Denver,None,2016,None,None,WLKTRL,WLK-HARD,None,None
Washington Park,711,None,None,1,Park Circulation,Crusher Fines,0.04037155,None,None,City & County of Denver,None,2016, ,None,WLKTRL,WLK-HARD,74201,108884
Washington Park,711,None,None,1,Park Circulation,Crusher Fines,0.00661388,None,None,City & County of Denver,None,2016, ,None,WLKTRL,WLK-HARD,73828,105936
Washington Park,711,None,None,1,Park Circulation,Crusher Fines,0.01358245,None,None,City & County of Denver,None,2016, ,None,WLKTRL,WLK-HARD,73855,106717
Washington Park,711,None,None,1,Park Circulation,Crusher Fines,0.01380747,None,None,City & County of Denver,None,2016, ,None,WLKTRL,WLK-HARD,73804,105179
Washington Park,711,None,None,1,Park Circulation,Crusher Fines,0.04087946,None,None,City & County of Denver,None,2016, ,None,WLKTRL,WLK-HARD,73896,107457
Washington Park,711,None,None,1,Park Circulation,Crusher Fines,0.01734889,None,None,City & County of Denver,None,2016, ,None,WLKTRL,WLK-HARD,73928,108192
Washington Park,711,None,None,1,Park Circulation,Crusher Fines,0.02354798,None,None,City & County of Denver,None,2016, ,None,WLKTRL,WLK-HARD,73995,109596
Martin Luther King Jr. Park,415,None,None,1,Park Circulation,Concrete,0.01631219,8.0,None,City & County of Denver,None,2017,None,None,WLKTRL,WLK-HARD,72990,109464
Martin Luther King Jr. Park,415,None,None,1,Park Circulation,Concrete,0.0429971,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72910,107322
Martin Luther King Jr. Park,415,None,None,1,Right of Way Walk,Concrete,0.03742276,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72879,106562
Martin Luther King Jr. Park,415,None,None,1,Park Circulation,Concrete,0.0169053,8.0,None,City & County of Denver,None,2017,None,None,WLKTRL,WLK-HARD,72762,104228
Martin Luther King Jr. Park,415,None,None,1,Park Circulation,Asphalt,0.02064581,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72965,108755
Martin Luther King Jr. Park,415,None,None,1,Park Circulation,Concrete,0.06393909,8.0,None,City & County of Denver,None,2017,None,None,WLKTRL,WLK-HARD,72966,108756
Martin Luther King Jr. Park,415,None,None,1,Park Circulation,Concrete,0.03786493,8.0,None,City & County of Denver,None,2017,None,None,WLKTRL,WLK-HARD,72911,107323
Martin Luther King Jr. Park,415,None,None,1,Park Circulation,Asphalt,0.01456837,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72880,106563
Martin Luther King Jr. Park,415,None,None,1,Park Circulation,Asphalt,0.01813272,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72936,108046
Martin Luther King Jr. Park,415,None,None,1,Park Circulation,Concrete,0.02177521,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72838,105804
Martin Luther King Jr. Park,415,None,None,1,Park Circulation,Concrete,0.03197538,8.0,None,City & County of Denver,None,2017,None,None,WLKTRL,WLK-HARD,72937,108047
Martin Luther King Jr. Park,415,None,None,1,Park Circulation,Concrete,0.00526238,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72763,104229
Martin Luther King Jr. Park,415,None,None,1,Park Circulation,Concrete,0.01232826,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72808,105032
Martin Luther King Jr. Park,415,None,None,1,Park Circulation,Concrete,0.007752,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72881,106564
Martin Luther King Jr. Park,415,None,None,1,Park Circulation,Concrete,0.01547949,8.0,None,City & County of Denver,None,2017,None,None,WLKTRL,WLK-HARD,72912,107324
Martin Luther King Jr. Park,415,None,None,1,Park Circulation,Asphalt,0.01387403,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72967,108757
Washington Park,711,None,None,1,Park Circulation,Concrete,0.07777257,None,None,City & County of Denver,None,2013, ,None,WLKTRL,WLK-HARD,76325,114864
Washington Park,711,None,None,1,Park Circulation,Concrete,0.00280143,None,None,City & County of Denver,None,2013, ,None,WLKTRL,WLK-HARD,76341,114869
Cherry Creek Greenway,TRL-CC,Cherry Creek Trail,None,2,Access/Ramp,Concrete,0.04643925,10.0,None,City & County of Denver,None,None, ,None,WLKTRL,TRL-RGN,76359,114767
Cherry Creek Greenway,TRL-CC,Cherry Creek Trail,None,2,Access/Ramp,Concrete,0.02746869,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,TRL-RGN,76435,114768
Bible Park,602,None,None,1,Park Circulation,Asphalt,0.04906397,10.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,76394,114755
Chambers Rd,510,None,None,1,Park Circulation,Crusher Fines,0.01948989,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-SOFT,76436,114756
Lakewood Gulch Greenway,029,Lakewood Gulch Trail,None,2,Minor,Concrete,0.25139942,None,None,City & County of Denver,None,None, ,None,WLKTRL,TRL-MNR,76453,114780
South Platte River Greenway,TRL-SP,South Platte River Trail,None,2,Access/Ramp,Concrete,0.04177986,None,None,City & County of Denver,None,None, ,None,WLKTRL,TRL-RGN,76454,114855
South Platte River Greenway,TRL-SP,South Platte River Trail,None,2,Access/Ramp,Concrete,0.05059946,None,None,City & County of Denver,None,None, ,None,WLKTRL,TRL-RGN,76395,114854
Benedict Fountain Park,310,None,None,1,Park Circulation,Concrete,0.00620469,8.0,None,City & County of Denver,None,2013, ,None,WLKTRL,WLK-HARD,76396,114743
Benedict Fountain Park,310,None,None,1,Park Circulation,Concrete,0.01103675,35.0,None,City & County of Denver,None,2013, ,None,WLKTRL,WLK-HARD,76438,114746
Benedict Fountain Park,310,None,None,1,Park Circulation,Concrete,0.03130144,12.0,None,City & County of Denver,None,2013, ,None,WLKTRL,WLK-HARD,76456,114748
Benedict Fountain Park,310,None,None,1,Park Circulation,Concrete,0.00582338,6.0,None,City & County of Denver,None,2013, ,None,WLKTRL,WLK-HARD,76457,114749
Mayfair Park,432,None,None,1,Park Circulation,Concrete,0.00521207,None,None,City & County of Denver,None,2013, ,None,WLKTRL,WLK-HARD,76440,114827
Steele St Bikeway,326,Steele St Bikeway,None,2,Neighborhood,Concrete,0.24832263,None,None,City & County of Denver,None,None, ,None,WLKTRL,TRL-MNR,76342,114856
Parkfield,516,None,None,1,Park Circulation,Concrete,0.02121258,3.0,None,City & County of Denver,None,2014, ,None,WLKTRL,WLK-HARD,76458,115007
City Park,201,None,None,1,Park Circulation,Concrete,0.03789951,6.0,None,City & County of Denver,None,2014, ,None,WLKTRL,WLK-HARD,76459,114902
City Park,201,None,None,1,Park Circulation,Crusher Fines,0.03133403,6.0,None,City & County of Denver,None,2014, ,None,WLKTRL,WLK-SOFT,76460,114903
